	affy_hg_u133_plus_2	ensembl_gene_id	gene_biotype	external_gene_name
21170	209474_s_at	ENSG00000138185	protein_coding	ENTPD1
17866	209475_at	ENSG00000135655	protein_coding	USP15
21219	209476_at	ENSG00000139921	protein_coding	TMX1
19176	209477_at	ENSG00000285018	lncRNA	AC245140.3
19227	209477_at	ENSG00000102119	protein_coding	EMD
16689	209478_at	ENSG00000169689	protein_coding	CENPX
16468	209479_at	ENSG00000024862	protein_coding	CCDC28A
20755	209480_at	ENSG00000179344	protein_coding	HLA-DQB1
17903	209481_at	ENSG00000163788	protein_coding	SNRK
17096	209482_at	ENSG00000172336	protein_coding	POP7
17714	209484_s_at	ENSG00000117697	protein_coding	NSL1
15808	209485_s_at	ENSG00000199874	rRNA_pseudogene	RNA5SP452
22087	209485_s_at	ENSG00000141447	protein_coding	OSBPL1A
20004	209486_at	ENSG00000286848	lncRNA	AC009570.2
20353	209486_at	ENSG00000132467	protein_coding	UTP3
16815	209487_at	ENSG00000157110	protein_coding	RBPMS
16813	209488_s_at	ENSG00000157110	protein_coding	RBPMS
20799	209489_at	ENSG00000149187	protein_coding	CELF1
16424	209490_s_at	ENSG00000231618	protein_coding	PPT2
18468	209490_s_at	ENSG00000227600	protein_coding	PPT2
18773	209490_s_at	ENSG00000206256	protein_coding	PPT2
18808	209490_s_at	ENSG00000206329	protein_coding	PPT2
19106	209490_s_at	ENSG00000236649	protein_coding	PPT2
19205	209490_s_at	ENSG00000221988	protein_coding	PPT2
19440	209490_s_at	ENSG00000168452	protein_coding	PPT2
18059	209491_s_at	ENSG00000133805	protein_coding	AMPD3
17012	209492_x_at	ENSG00000169020	protein_coding	ATP5ME
22209	209493_at	ENSG00000133401	protein_coding	PDZD2
18914	209494_s_at	ENSG00000100105	protein_coding	PATZ1
21958	209495_at	ENSG00000126001	protein_coding	CEP250
20017	209496_at	ENSG00000106538	protein_coding	RARRES2
20018	209497_s_at	ENSG00000173914	protein_coding	RBM4B
18869	209498_at	ENSG00000079385	protein_coding	CEACAM1
21350	209499_x_at	ENSG00000248871	protein_coding	TNFSF12-TNFSF13
21355	209499_x_at	ENSG00000239697	protein_coding	TNFSF12
21361	209499_x_at	ENSG00000161955	protein_coding	TNFSF13
21348	209500_x_at	ENSG00000248871	protein_coding	TNFSF12-TNFSF13
21353	209500_x_at	ENSG00000239697	protein_coding	TNFSF12
21359	209500_x_at	ENSG00000161955	protein_coding	TNFSF13
21793	209501_at	ENSG00000140743	protein_coding	CDR2
17546	209502_s_at	ENSG00000175866	protein_coding	BAIAP2
16105	209503_s_at	ENSG00000087191	protein_coding	PSMC5
21373	209504_s_at	ENSG00000021300	protein_coding	PLEKHB1
17216	209505_at	ENSG00000175745	protein_coding	NR2F1
17217	209506_s_at	ENSG00000175745	protein_coding	NR2F1
18025	209507_at	ENSG00000106399	protein_coding	RPA3
19632	209508_x_at	ENSG00000003402	protein_coding	CFLAR
21300	209509_s_at	ENSG00000172269	protein_coding	DPAGT1
18653	209510_at	ENSG00000170881	protein_coding	RNF139
17927	209511_at	ENSG00000100142	protein_coding	POLR2F
19524	209512_at	ENSG00000119471	protein_coding	HSDL2
19525	209513_s_at	ENSG00000119471	protein_coding	HSDL2
21513	209514_s_at	ENSG00000069974	protein_coding	RAB27A
21514	209515_s_at	ENSG00000069974	protein_coding	RAB27A
20331	209516_at	ENSG00000135632	protein_coding	SMYD5
20068	209517_s_at	ENSG00000129691	protein_coding	ASH2L
15932	209518_at	ENSG00000066117	protein_coding	SMARCD1
21210	209519_at	ENSG00000136937	protein_coding	NCBP1
21209	209520_s_at	ENSG00000136937	protein_coding	NCBP1
15911	209521_s_at	ENSG00000126016	protein_coding	AMOT
21733	209522_s_at	ENSG00000095321	protein_coding	CRAT
18046	209523_at	ENSG00000064313	protein_coding	TAF2
19420	209524_at	ENSG00000166503	protein_coding	HDGFL3
19421	209525_at	ENSG00000166503	protein_coding	HDGFL3
19419	209526_s_at	ENSG00000166503	protein_coding	HDGFL3
20519	209527_at	ENSG00000130713	protein_coding	EXOSC2
20404	209528_s_at	ENSG00000100726	protein_coding	TELO2
19596	209529_at	ENSG00000141934	protein_coding	PLPP2
20209	209530_at	ENSG00000167535	protein_coding	CACNB3
21477	209531_at	ENSG00000100577	protein_coding	GSTZ1
20653	209532_at	ENSG00000137055	protein_coding	PLAA
20652	209533_s_at	ENSG00000137055	protein_coding	PLAA
19255	209534_x_at	ENSG00000170776	protein_coding	AKAP13
18710	209536_s_at	ENSG00000103966	protein_coding	EHD4
18057	209537_at	ENSG00000162694	protein_coding	EXTL2
20867	209538_at	ENSG00000169740	protein_coding	ZNF32
19456	209539_at	ENSG00000129675	protein_coding	ARHGEF6
16278	209540_at	ENSG00000017427	protein_coding	IGF1
16277	209541_at	ENSG00000017427	protein_coding	IGF1
16279	209542_x_at	ENSG00000017427	protein_coding	IGF1
15980	209543_s_at	ENSG00000174059	protein_coding	CD34
16938	209544_at	ENSG00000104312	protein_coding	RIPK2
16939	209545_s_at	ENSG00000104312	protein_coding	RIPK2
17612	209546_s_at	ENSG00000100342	protein_coding	APOL1
16440	209547_s_at	ENSG00000105705	protein_coding	SUGP1
21447	209549_s_at	ENSG00000114956	protein_coding	DGUOK
17181	209550_at	ENSG00000182636	protein_coding	NDN
16168	209551_at	ENSG00000119820	protein_coding	YIPF4
21580	209552_at	ENSG00000125618	protein_coding	PAX8
18851	209553_at	ENSG00000156931	protein_coding	VPS8
17353	209555_s_at	ENSG00000135218	protein_coding	CD36
20274	209556_at	ENSG00000020129	protein_coding	NCDN
20275	209557_s_at	ENSG00000020129	protein_coding	NCDN
20905	209558_s_at	ENSG00000130787	protein_coding	HIP1R
20906	209559_at	ENSG00000130787	protein_coding	HIP1R
20190	209560_s_at	ENSG00000185559	protein_coding	DLK1
19040	209561_at	ENSG00000169231	protein_coding	THBS3
17748	209563_x_at	ENSG00000198668	protein_coding	CALM1
16031	209565_at	ENSG00000125352	protein_coding	RNF113A
17043	209566_at	ENSG00000125629	protein_coding	INSIG2
16745	209567_at	ENSG00000285655	protein_coding	AC009879.2
16746	209567_at	ENSG00000179041	protein_coding	RRS1
15995	209568_s_at	ENSG00000143344	protein_coding	RGL1
20391	209569_x_at	ENSG00000168824	protein_coding	NSG1
20392	209570_s_at	ENSG00000168824	protein_coding	NSG1
21380	209571_at	ENSG00000138433	protein_coding	CIR1
15884	209572_s_at	ENSG00000283744	miRNA	MIR6755
19179	209572_s_at	ENSG00000074266	protein_coding	EED
21069	209573_s_at	ENSG00000168675	protein_coding	LDLRAD4
21070	209574_s_at	ENSG00000168675	protein_coding	LDLRAD4
21062	209575_at	ENSG00000249624	protein_coding	AP000295.1
21064	209575_at	ENSG00000243646	protein_coding	IL10RB
17149	209576_at	ENSG00000127955	protein_coding	GNAI1
16305	209577_at	ENSG00000185813	protein_coding	PCYT2
19783	209578_s_at	ENSG00000186866	protein_coding	POFUT2
17953	209579_s_at	ENSG00000129071	protein_coding	MBD4
17952	209580_s_at	ENSG00000129071	protein_coding	MBD4
21516	209581_at	ENSG00000176485	protein_coding	PLAAT3
17663	209582_s_at	ENSG00000091972	protein_coding	CD200
17664	209583_s_at	ENSG00000091972	protein_coding	CD200
21323	209584_x_at	ENSG00000244509	protein_coding	APOBEC3C
18627	209585_s_at	ENSG00000107789	protein_coding	MINPP1
21479	209586_s_at	ENSG00000143363	protein_coding	PRUNE1
21771	209586_s_at	ENSG00000163141	protein_coding	BNIPL
18599	209587_at	ENSG00000069011	protein_coding	PITX1
17157	209588_at	ENSG00000133216	protein_coding	EPHB2
17158	209589_s_at	ENSG00000133216	protein_coding	EPHB2
20531	209590_at	ENSG00000101144	protein_coding	BMP7
20530	209591_s_at	ENSG00000101144	protein_coding	BMP7
16054	209592_s_at	ENSG00000136485	protein_coding	DCAF7
16730	209593_s_at	ENSG00000136816	protein_coding	TOR1B
18958	209594_x_at	ENSG00000183668	protein_coding	PSG9
20792	209595_at	ENSG00000188342	protein_coding	GTF2F2
20561	209596_at	ENSG00000101825	protein_coding	MXRA5
16372	209597_s_at	ENSG00000240694	protein_coding	PNMA2
16371	209598_at	ENSG00000240694	protein_coding	PNMA2
21478	209599_s_at	ENSG00000143363	protein_coding	PRUNE1
16481	209600_s_at	ENSG00000161533	protein_coding	ACOX1
17504	209602_s_at	ENSG00000107485	protein_coding	GATA3
17505	209603_at	ENSG00000107485	protein_coding	GATA3
17503	209604_s_at	ENSG00000107485	protein_coding	GATA3
22184	209605_at	ENSG00000128311	protein_coding	TST
21071	209606_at	ENSG00000115165	protein_coding	CYTIP
17979	209607_x_at	ENSG00000196502	protein_coding	SULT1A1
20949	209607_x_at	ENSG00000260280	lncRNA	SLX1B-SULT1A4
20961	209607_x_at	ENSG00000213648	protein_coding	SULT1A4
21564	209607_x_at	ENSG00000261052	protein_coding	SULT1A3
21573	209607_x_at	ENSG00000213599	lncRNA	SLX1A-SULT1A3
17018	209608_s_at	ENSG00000120437	protein_coding	ACAT2
21959	209609_s_at	ENSG00000249602	lncRNA	AL589765.4
21960	209609_s_at	ENSG00000143436	protein_coding	MRPL9
19824	209610_s_at	ENSG00000115902	protein_coding	SLC1A4
19823	209611_s_at	ENSG00000115902	protein_coding	SLC1A4
18892	209612_s_at	ENSG00000196616	protein_coding	ADH1B
18891	209613_s_at	ENSG00000196616	protein_coding	ADH1B
18893	209614_at	ENSG00000196616	protein_coding	ADH1B
21906	209615_s_at	ENSG00000149269	protein_coding	PAK1
18181	209616_s_at	ENSG00000281948	unprocessed_pseudogene	CES1P1
18222	209616_s_at	ENSG00000262243	protein_coding	CES1
20640	209616_s_at	ENSG00000228695	transcribed_unprocessed_pseudogene	CES1P1
20749	209616_s_at	ENSG00000198848	protein_coding	CES1
21948	209617_s_at	ENSG00000169862	protein_coding	CTNND2
21947	209618_at	ENSG00000169862	protein_coding	CTNND2
19180	209619_at	ENSG00000019582	protein_coding	CD74
19918	209620_s_at	ENSG00000131269	protein_coding	ABCB7
21265	209621_s_at	ENSG00000154553	protein_coding	PDLIM3
15963	209622_at	ENSG00000115661	protein_coding	STK16
21526	209623_at	ENSG00000131844	protein_coding	MCCC2
21525	209624_s_at	ENSG00000131844	protein_coding	MCCC2
21838	209625_at	ENSG00000100564	protein_coding	PIGH
21692	209626_s_at	ENSG00000070882	protein_coding	OSBPL3
21691	209627_s_at	ENSG00000070882	protein_coding	OSBPL3
19956	209628_at	ENSG00000101888	protein_coding	NXT2
19957	209629_s_at	ENSG00000101888	protein_coding	NXT2
17592	209630_s_at	ENSG00000119402	protein_coding	FBXW2
17366	209631_s_at	ENSG00000170775	protein_coding	GPR37
20023	209632_at	ENSG00000073711	protein_coding	PPP2R3A
20025	209633_at	ENSG00000073711	protein_coding	PPP2R3A
15809	209635_at	ENSG00000264425	miRNA	MIR4653
19567	209635_at	ENSG00000106367	protein_coding	AP1S1
17906	209636_at	ENSG00000077150	protein_coding	NFKB2
17509	209637_s_at	ENSG00000159788	protein_coding	RGS12
17510	209639_s_at	ENSG00000159788	protein_coding	RGS12
18200	209641_s_at	ENSG00000108846	protein_coding	ABCC3
19200	209642_at	ENSG00000169679	protein_coding	BUB1
18021	209643_s_at	ENSG00000129219	protein_coding	PLD2
21451	209644_x_at	ENSG00000147889	protein_coding	CDKN2A
19119	209645_s_at	ENSG00000137124	protein_coding	ALDH1B1
19118	209646_x_at	ENSG00000137124	protein_coding	ALDH1B1
20456	209647_s_at	ENSG00000171150	protein_coding	SOCS5
20455	209648_x_at	ENSG00000171150	protein_coding	SOCS5
19733	209649_at	ENSG00000115145	protein_coding	STAM2
16590	209650_s_at	ENSG00000054611	protein_coding	TBC1D22A
21886	209651_at	ENSG00000140682	protein_coding	TGFB1I1
19650	209652_s_at	ENSG00000119630	protein_coding	PGF
16467	209653_at	ENSG00000186432	protein_coding	KPNA4
19626	209653_at	ENSG00000217060	unprocessed_pseudogene	AL135903.1
17870	209654_at	ENSG00000164151	protein_coding	ICE1
16243	209655_s_at	ENSG00000147027	protein_coding	TMEM47
16244	209656_s_at	ENSG00000147027	protein_coding	TMEM47
16851	209657_s_at	ENSG00000025156	protein_coding	HSF2
20480	209658_at	ENSG00000130177	protein_coding	CDC16
20479	209659_s_at	ENSG00000130177	protein_coding	CDC16
22127	209660_at	ENSG00000118271	protein_coding	TTR
19615	209661_at	ENSG00000140859	protein_coding	KIFC3
21968	209662_at	ENSG00000153140	protein_coding	CETN3
17960	209663_s_at	ENSG00000135424	protein_coding	ITGA7
16863	209664_x_at	ENSG00000131196	protein_coding	NFATC1
18750	209665_at	ENSG00000114395	protein_coding	CYB561D2
22010	209666_s_at	ENSG00000213341	protein_coding	CHUK
18108	209667_at	ENSG00000172831	protein_coding	CES2
18109	209668_x_at	ENSG00000172831	protein_coding	CES2
17988	209669_s_at	ENSG00000142864	protein_coding	SERBP1
21876	209669_s_at	ENSG00000249565	processed_pseudogene	SERBP1P5
20228	209670_at	ENSG00000277734	TR_C_gene	TRAC
20229	209671_x_at	ENSG00000277734	TR_C_gene	TRAC
17919	209672_s_at	ENSG00000164654	protein_coding	MIOS
19807	209674_at	ENSG00000008405	protein_coding	CRY1
18499	209675_s_at	ENSG00000105323	protein_coding	HNRNPUL1
20352	209676_at	ENSG00000003436	protein_coding	TFPI
20285	209677_at	ENSG00000163558	protein_coding	PRKCI
20284	209678_s_at	ENSG00000163558	protein_coding	PRKCI
21885	209679_s_at	ENSG00000170545	protein_coding	SMAGP
16109	209680_s_at	ENSG00000204197	protein_coding	KIFC1
16329	209680_s_at	ENSG00000237649	protein_coding	KIFC1
16653	209680_s_at	ENSG00000233450	protein_coding	KIFC1
21878	209681_at	ENSG00000117479	protein_coding	SLC19A2
20174	209682_at	ENSG00000114423	protein_coding	CBLB
22219	209683_at	ENSG00000197872	protein_coding	CYRIA
21008	209684_at	ENSG00000132669	protein_coding	RIN2
21128	209685_s_at	ENSG00000166501	protein_coding	PRKCB
18706	209686_at	ENSG00000160307	protein_coding	S100B
20920	209687_at	ENSG00000107562	protein_coding	CXCL12
16860	209688_s_at	ENSG00000125633	protein_coding	CCDC93
16861	209689_at	ENSG00000125633	protein_coding	CCDC93
20513	209690_s_at	ENSG00000125170	protein_coding	DOK4
20512	209691_s_at	ENSG00000125170	protein_coding	DOK4
17395	209692_at	ENSG00000064655	protein_coding	EYA2
20811	209693_at	ENSG00000148219	protein_coding	ASTN2
17606	209694_at	ENSG00000150787	protein_coding	PTS
20554	209695_at	ENSG00000275575	protein_coding	PTP4A3
21602	209695_at	ENSG00000184489	protein_coding	PTP4A3
21945	209696_at	ENSG00000165140	protein_coding	FBP1
17305	209698_at	ENSG00000206457	protein_coding	CCHCR1
17476	209698_at	ENSG00000206355	protein_coding	CCHCR1
17969	209698_at	ENSG00000224180	protein_coding	CCHCR1
19210	209698_at	ENSG00000223533	protein_coding	CCHCR1
19686	209698_at	ENSG00000234114	protein_coding	CCHCR1
21270	209698_at	ENSG00000204536	protein_coding	CCHCR1
16493	209699_x_at	ENSG00000187134	protein_coding	AKR1C1
16571	209699_x_at	ENSG00000151632	protein_coding	AKR1C2
17008	209702_at	ENSG00000140718	protein_coding	FTO
20838	209703_x_at	ENSG00000185432	protein_coding	METTL7A
18492	209704_at	ENSG00000143033	protein_coding	MTF2
18493	209705_at	ENSG00000143033	protein_coding	MTF2
17871	209706_at	ENSG00000167034	protein_coding	NKX3-1
19671	209707_at	ENSG00000142892	protein_coding	PIGK
18723	209708_at	ENSG00000079931	protein_coding	MOXD1
16205	209709_s_at	ENSG00000072571	protein_coding	HMMR
20529	209710_at	ENSG00000179348	protein_coding	GATA2
17540	209711_at	ENSG00000116704	protein_coding	SLC35D1
17542	209712_at	ENSG00000116704	protein_coding	SLC35D1
17541	209713_s_at	ENSG00000116704	protein_coding	SLC35D1
19937	209714_s_at	ENSG00000100526	protein_coding	CDKN3
19757	209715_at	ENSG00000094916	protein_coding	CBX5
20361	209716_at	ENSG00000184371	protein_coding	CSF1
18391	209717_at	ENSG00000067208	protein_coding	EVI5
18841	209718_at	ENSG00000025770	protein_coding	NCAPH2
17255	209719_x_at	ENSG00000057149	protein_coding	SERPINB3
17164	209720_s_at	ENSG00000206073	protein_coding	SERPINB4
17254	209720_s_at	ENSG00000057149	protein_coding	SERPINB3
19822	209721_s_at	ENSG00000010295	protein_coding	IFFO1
17829	209722_s_at	ENSG00000170542	protein_coding	SERPINB9
17830	209723_at	ENSG00000170542	protein_coding	SERPINB9
20988	209724_s_at	ENSG00000198081	protein_coding	ZBTB14
17470	209725_at	ENSG00000120800	protein_coding	UTP20
17310	209726_at	ENSG00000063180	protein_coding	CA11
17031	209727_at	ENSG00000196743	protein_coding	GM2A
17796	209728_at	ENSG00000231021	protein_coding	HLA-DRB4
18443	209728_at	ENSG00000227826	protein_coding	HLA-DRB4
19138	209728_at	ENSG00000227357	protein_coding	HLA-DRB4
19838	209729_at	ENSG00000185340	protein_coding	GAS2L1
20801	209730_at	ENSG00000001617	protein_coding	SEMA3F
17447	209731_at	ENSG00000065057	protein_coding	NTHL1
21768	209732_at	ENSG00000110852	protein_coding	CLEC2B
21221	209733_at	ENSG00000080561	protein_coding	MID2
17015	209734_at	ENSG00000123338	protein_coding	NCKAP1L
20893	209735_at	ENSG00000118777	protein_coding	ABCG2
17931	209736_at	ENSG00000143842	protein_coding	SOX13
16669	209737_at	ENSG00000187391	protein_coding	MAGI2
18951	209738_x_at	ENSG00000170848	protein_coding	PSG6
21230	209739_s_at	ENSG00000006757	protein_coding	PNPLA4
21229	209740_s_at	ENSG00000006757	protein_coding	PNPLA4
16224	209741_x_at	ENSG00000140386	protein_coding	SCAPER
18737	209742_s_at	ENSG00000111245	protein_coding	MYL2
21081	209743_s_at	ENSG00000078747	protein_coding	ITCH
21103	209743_s_at	ENSG00000277558	lncRNA	AL109923.1
21082	209744_x_at	ENSG00000078747	protein_coding	ITCH
21775	209745_at	ENSG00000167186	protein_coding	COQ7
21774	209746_s_at	ENSG00000167186	protein_coding	COQ7
15950	209747_at	ENSG00000119699	protein_coding	TGFB3
18193	209748_at	ENSG00000021574	protein_coding	SPAST
19111	209749_s_at	ENSG00000159640	protein_coding	ACE
19120	209749_s_at	ENSG00000264813	protein_coding	AC113554.1
20176	209750_at	ENSG00000174738	protein_coding	NR1D2
19756	209751_s_at	ENSG00000256060	protein_coding	TRAPPC2B
20462	209751_s_at	ENSG00000196459	protein_coding	TRAPPC2
17079	209752_at	ENSG00000115386	protein_coding	REG1A
19208	209753_s_at	ENSG00000120802	protein_coding	TMPO
19209	209754_s_at	ENSG00000120802	protein_coding	TMPO
19763	209755_at	ENSG00000157064	protein_coding	NMNAT2
21839	209756_s_at	ENSG00000134323	protein_coding	MYCN
21840	209757_s_at	ENSG00000134323	protein_coding	MYCN
16711	209758_s_at	ENSG00000197614	protein_coding	MFAP5
20107	209759_s_at	ENSG00000167969	protein_coding	ECI1
20265	209760_at	ENSG00000121210	protein_coding	TMEM131L
17520	209761_s_at	ENSG00000135899	protein_coding	SP110
17523	209762_x_at	ENSG00000135899	protein_coding	SP110
18198	209763_at	ENSG00000101938	protein_coding	CHRDL1
16523	209764_at	ENSG00000128268	protein_coding	MGAT3
16407	209765_at	ENSG00000135074	protein_coding	ADAM19
21555	209766_at	ENSG00000165672	protein_coding	PRDX3
16338	209767_s_at	ENSG00000184702	protein_coding	SEPTIN5
16355	209767_s_at	ENSG00000284874	protein_coding	AC000093.1
16339	209768_s_at	ENSG00000184702	protein_coding	SEPTIN5
16341	209769_s_at	ENSG00000184702	protein_coding	SEPTIN5
16357	209769_s_at	ENSG00000284874	protein_coding	AC000093.1
20772	209770_at	ENSG00000026950	protein_coding	BTN3A1
17684	209771_x_at	ENSG00000185275	processed_pseudogene	CD24P4
19960	209771_x_at	ENSG00000272398	protein_coding	CD24
17686	209772_s_at	ENSG00000185275	processed_pseudogene	CD24P4
19962	209772_s_at	ENSG00000272398	protein_coding	CD24
18221	209773_s_at	ENSG00000171848	protein_coding	RRM2
18203	209774_x_at	ENSG00000081041	protein_coding	CXCL2
16034	209775_x_at	ENSG00000173638	protein_coding	SLC19A1
16036	209776_s_at	ENSG00000173638	protein_coding	SLC19A1
16035	209777_s_at	ENSG00000173638	protein_coding	SLC19A1
17467	209778_at	ENSG00000100815	protein_coding	TRIP11
18482	209780_at	ENSG00000006576	protein_coding	PHTF2
17460	209781_s_at	ENSG00000131773	protein_coding	KHDRBS3
17292	209782_s_at	ENSG00000105516	protein_coding	DBP
17311	209782_s_at	ENSG00000063180	protein_coding	CA11
17291	209783_at	ENSG00000105516	protein_coding	DBP
17477	209784_s_at	ENSG00000184916	protein_coding	JAG2
17114	209785_s_at	ENSG00000105499	protein_coding	PLA2G4C
21249	209786_at	ENSG00000182952	protein_coding	HMGN4
21250	209787_s_at	ENSG00000182952	protein_coding	HMGN4
19617	209788_s_at	ENSG00000164307	protein_coding	ERAP1
20927	209789_at	ENSG00000103647	protein_coding	CORO2B
17002	209790_s_at	ENSG00000138794	protein_coding	CASP6
18162	209791_at	ENSG00000117115	protein_coding	PADI2
18515	209792_s_at	ENSG00000129451	protein_coding	KLK10
17573	209793_at	ENSG00000155511	protein_coding	GRIA1
17832	209794_at	ENSG00000196220	protein_coding	SRGAP3
21687	209795_at	ENSG00000110848	protein_coding	CD69
19490	209796_s_at	ENSG00000135473	protein_coding	PAN2
19496	209796_s_at	ENSG00000144785	protein_coding	AC073896.1
19613	209796_s_at	ENSG00000257727	protein_coding	CNPY2
19489	209797_at	ENSG00000135473	protein_coding	PAN2
19614	209797_at	ENSG00000257727	protein_coding	CNPY2
20193	209798_at	ENSG00000149308	protein_coding	NPAT
18838	209799_at	ENSG00000132356	protein_coding	PRKAA1
19140	209800_at	ENSG00000186832	protein_coding	KRT16
16793	209802_at	ENSG00000276130	protein_coding	SLC22A18
17331	209802_at	ENSG00000110628	protein_coding	SLC22A18
16990	209803_s_at	ENSG00000274538	protein_coding	PHLDA2
17423	209803_s_at	ENSG00000181649	protein_coding	PHLDA2
19849	209804_at	ENSG00000198924	protein_coding	DCLRE1A
16442	209805_at	ENSG00000122512	protein_coding	PMS2
17609	209805_at	ENSG00000187953	transcribed_unprocessed_pseudogene	PMS2CL
17122	209807_s_at	ENSG00000008441	protein_coding	NFIX
20219	209808_x_at	ENSG00000153487	protein_coding	ING1
18158	209810_at	ENSG00000168878	protein_coding	SFTPB
17618	209811_at	ENSG00000106144	protein_coding	CASP2
15875	209812_x_at	ENSG00000240322	misc_RNA	RN7SL481P
17619	209812_x_at	ENSG00000106144	protein_coding	CASP2
19167	209813_x_at	ENSG00000211689	TR_C_gene	TRGC1
19168	209813_x_at	ENSG00000227191	TR_C_gene	TRGC2
22155	209814_at	ENSG00000109445	protein_coding	ZNF330
17268	209815_at	ENSG00000185920	protein_coding	PTCH1
17270	209816_at	ENSG00000185920	protein_coding	PTCH1
21456	209817_at	ENSG00000107758	protein_coding	PPP3CB
20250	209818_s_at	ENSG00000130956	protein_coding	HABP4
16781	209820_s_at	ENSG00000183751	protein_coding	TBL3
17354	209821_at	ENSG00000137033	protein_coding	IL33
20502	209822_s_at	ENSG00000147852	protein_coding	VLDLR
16005	209823_x_at	ENSG00000233209	protein_coding	HLA-DQB1
17841	209823_x_at	ENSG00000231286	protein_coding	HLA-DQB1
19941	209823_x_at	ENSG00000231939	protein_coding	HLA-DQB1
21343	209824_s_at	ENSG00000133794	protein_coding	ARNTL
15907	209825_s_at	ENSG00000143179	protein_coding	UCK2
16406	209826_at	ENSG00000240592	protein_coding	EGFL8
16426	209826_at	ENSG00000231618	protein_coding	PPT2
18430	209826_at	ENSG00000239974	protein_coding	EGFL8
18470	209826_at	ENSG00000227600	protein_coding	PPT2
18775	209826_at	ENSG00000206256	protein_coding	PPT2
18780	209826_at	ENSG00000244444	protein_coding	EGFL8
18788	209826_at	ENSG00000254875	protein_coding	AL845464.1
18802	209826_at	ENSG00000242038	protein_coding	EGFL8
18807	209826_at	ENSG00000254778	protein_coding	AL662828.1
19108	209826_at	ENSG00000236649	protein_coding	PPT2
19117	209826_at	ENSG00000240389	protein_coding	EGFL8
19199	209826_at	ENSG00000241404	protein_coding	EGFL8
19207	209826_at	ENSG00000221988	protein_coding	PPT2
19214	209826_at	ENSG00000258388	protein_coding	PPT2-EGFL8
19418	209826_at	ENSG00000243897	protein_coding	EGFL8
19442	209826_at	ENSG00000168452	protein_coding	PPT2
18843	209827_s_at	ENSG00000172349	protein_coding	IL16
18842	209828_s_at	ENSG00000172349	protein_coding	IL16
22109	209829_at	ENSG00000111913	protein_coding	RIPOR2
17390	209830_s_at	ENSG00000065054	protein_coding	SLC9A3R2
16588	209831_x_at	ENSG00000105612	protein_coding	DNASE2
19493	209832_s_at	ENSG00000167513	protein_coding	CDT1
17908	209833_at	ENSG00000169372	protein_coding	CRADD
17373	209834_at	ENSG00000122863	protein_coding	CHST3
17437	209835_x_at	ENSG00000026508	protein_coding	CD44
20947	209836_x_at	ENSG00000261740	protein_coding	BOLA2-SMG1P6
20972	209836_x_at	ENSG00000183336	protein_coding	BOLA2
21563	209836_x_at	ENSG00000169627	protein_coding	BOLA2B
20319	209837_at	ENSG00000221838	protein_coding	AP4M1
21986	209838_at	ENSG00000166200	protein_coding	COPS2
18578	209839_at	ENSG00000197959	protein_coding	DNM3
21094	209840_s_at	ENSG00000173114	protein_coding	LRRN3
21095	209841_s_at	ENSG00000173114	protein_coding	LRRN3
17939	209842_at	ENSG00000100146	protein_coding	SOX10
17940	209843_s_at	ENSG00000100146	protein_coding	SOX10
17340	209844_at	ENSG00000159184	protein_coding	HOXB13
16751	209845_at	ENSG00000133606	protein_coding	MKRN1
20465	209846_s_at	ENSG00000186470	protein_coding	BTN3A2
17669	209847_at	ENSG00000079112	protein_coding	CDH17
21535	209848_s_at	ENSG00000185664	protein_coding	PMEL
16996	209849_s_at	ENSG00000108384	protein_coding	RAD51C
20714	209850_s_at	ENSG00000149798	protein_coding	CDC42EP2
20715	209850_s_at	ENSG00000285816	protein_coding	AP000944.5
17202	209851_at	ENSG00000123200	protein_coding	ZC3H13
19702	209852_x_at	ENSG00000131467	protein_coding	PSME3
19703	209853_s_at	ENSG00000131467	protein_coding	PSME3
18448	209854_s_at	ENSG00000167751	protein_coding	KLK2
18449	209855_s_at	ENSG00000167751	protein_coding	KLK2
15967	209856_x_at	ENSG00000138443	protein_coding	ABI2
17293	209857_s_at	ENSG00000063176	protein_coding	SPHK2
18173	209858_x_at	ENSG00000154889	protein_coding	MPPE1
21143	209859_at	ENSG00000100505	protein_coding	TRIM9
21322	209860_s_at	ENSG00000138279	protein_coding	ANXA7
21227	209861_s_at	ENSG00000111142	protein_coding	METAP2
16458	209862_s_at	ENSG00000166037	protein_coding	CEP57
19510	209863_s_at	ENSG00000073282	protein_coding	TP63
17802	209864_at	ENSG00000181274	protein_coding	FRAT2
16267	209865_at	ENSG00000117620	protein_coding	SLC35A3
21442	209866_s_at	ENSG00000150471	protein_coding	ADGRL3
21443	209867_s_at	ENSG00000150471	protein_coding	ADGRL3
16443	209868_s_at	ENSG00000225422	processed_pseudogene	RBMS1P1
18417	209868_s_at	ENSG00000153250	protein_coding	RBMS1
20173	209869_at	ENSG00000150594	protein_coding	ADRA2A
16358	209870_s_at	ENSG00000034053	protein_coding	APBA2
19097	209870_s_at	ENSG00000276495	protein_coding	APBA2
16359	209871_s_at	ENSG00000034053	protein_coding	APBA2
19098	209871_s_at	ENSG00000276495	protein_coding	APBA2
21114	209872_s_at	ENSG00000184363	protein_coding	PKP3
21115	209873_s_at	ENSG00000184363	protein_coding	PKP3
17169	209874_x_at	ENSG00000148842	protein_coding	CNNM2
20643	209875_s_at	ENSG00000118785	protein_coding	SPP1
